text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
hr làm_ăn thiếu chuyên_nghiệp,0,0,0,0,0,0,0,0,2,0,0,0,Pan-Pacific,ab3313
"Dành cho các con vợ ( dev , test , ... ) . có ý_định nhảy vào Paraline để onsite cho MBBank , LPBank , ... Tuy_rằng lương sẽ nhỉnh hơn một_vài cty khác NHƯNG , công_ty chậm lương vãi_chưởng ( lúc_nào tao cũng nghe câu sắp chấm_dứt tình_trạng này , nhưng tao đã nghe được gần 1 năm nay :)))) , ký hợp_đồng 15 trả lương nhưng chúng_mày có_thể phải đợi cả vài tuần sau mới được nhận không rõ_ràng giữa việc thanh_toán lương . 1 phần được chi_trả qua tài_khoản công_ty , còn lại trả qua tài_khoản cá_nhân ( chúng_mày mà đi vay ngân_hàng thì nó chỉ xét_duyệt trên số tiền mà chúng_mày được trả qua tài_khoản cty => Thiệt_vãi l ) . Còn làm onsite cho các ngân_hàng MB , ... khổ vãi_l , nên né nhé .",3,0,0,0,0,2,0,2,0,2,0,0,ParaLine,b4564f
Đi phỏng_vấn bên đây xong về từ_chối hết các job khác luôn . Chấp_nhận nhà xa_tí vì thấy công_ty rất ổn !,0,0,0,0,0,0,0,0,1,0,0,1,ParaLine,9fa7f4
"Đang làm out source cho công_ty , sếp vui_vẻ , thân_thiện , thoải_mái , trả lương đúng hạn , offer lương khá cao",1,0,1,0,0,0,0,0,0,0,0,0,ParaLine,f3f4be
"Tuy chỉ làm được 1 thời_gian ngắn nhưng rất ấn_tượng với văn_hóa công_ty . Tuyệt_vời , môi_trường , đồng_nghiệp thân_thiện , giúp_đỡ nhiệt_tình về mọi mặt ( cả kỹ_thuật và đời_sống ) . Vì lý_do cá_nhân + có_lẽ_duyên chưa đến nên mới phải rời đi sớm nhưng chắc sẽ quay lại trong tương_lai .",0,1,0,1,0,0,0,0,0,0,0,0,ParaLine,2aca5e
"Công_ty tốt , trình_độ kĩ_thuật đáng học_hỏi vì ae rất nhiệt_tình sp .. Đặc_biệt là mẳng app ! !_Riêng team app thì thì ae lại càng tốt hơn đặc_biệt có nhóc vô_cảm trẻ nhất luôn tạo công_ăn vc làm cho team lên k sợ chán Dám_đốc lại càng tốt nữa . Nhất_là khoản an_nhậu —_— công_ty đáng vô_— —",0,1,1,1,0,0,0,0,0,1,0,1,ParaLine,dcae64
Công_ty hầu_hết là người trẻ nên môi_trường làm_việc rất thoải_mái . Sếp tâm_lý và thoải_mái . Đang trong quá_trình mở_rộng theo cấp số nhân nên tha_hồ học_hỏi .,0,1,1,1,0,0,1,0,0,0,0,0,ParaLine,8f69e4
"Công_ty đang trên đà phát_triển và mở_rộng , nên học_hỏi được rất nhiều điều .",0,1,0,0,0,0,1,0,0,0,0,0,ParaLine,7330ad
"Môi_trường làm_việc không bị gò_bó , view đẹp , điều_hòa mát_mẻ nên luôn được thoải_mái khi làm_việc . Là một môi_trường thích_hợp để nâng cao trình_độ chuyên_môn cũng như kỹ_năng sống .",0,0,0,1,1,0,1,0,0,0,0,0,ParaLine,cc9a19
Ae suppost nhiệt_tình,0,0,0,1,0,0,0,0,0,0,0,0,ParaLine,9a3cde
"văn_phòng xịn_sò , nhân_viên thân_thiện , kỹ_năng pro ( giỏi tầm_cỡ ở HN luôn : v ) môi_trường phù_hợp cho ae muốn trở_thành fullstack",0,1,0,1,1,0,0,0,0,0,0,0,ParaLine,efa33c
"tech stack công_ty chỉ 1 vài người làm chính , còn lại thì như outsource , nhưng chỉ có 1 dự_án , nên cơ_bản là cũng nhàn . công_ty có phúc_lợi từ ổn đến tốt , phù_hợp cho người làm lâu_dài , hr làm_việc chuyên nghiệpcông_ty không sử_dụng tiếng anh , hoặc dùng rất ít . cơ_hội thăng_tiến không cao lắm . nhận lương_ok , có thưởng tháng 13 đầy_đủ , thưởng cuối năm . công_ty gia_đình nên nhận lương qua tk sếp chuyển - hơi ....",1,0,0,3,0,1,2,2,1,3,0,0,Paradox Vietnam,2f1a3e
"hai ngày_nay thật khủng_khiếp , bay màu từ a_sếp to đến chị kế_toán xinh_đẹp .",0,0,0,0,0,0,0,0,0,0,2,2,Paradox Vietnam,113a8e
"- phúc_lợi tốt so với mặt_bằng chung - công_ty không khác_gì outsource lắm , dev nào thích ổn_định bảo gì làm nấy sẽ thấy thích_hợp , cơ_hội thăng_tiến không cao ( phải có chút quan_hệ , ba phải nịnh các leads .. ) - process ngày_càng nhiều rules , kpi points , bugs , y / c + 40 % performance = copilot ai => review lương không cao - tester hơi cực phải test nhiều envs , gánh 3-4 compoments",3,0,2,0,0,2,2,2,0,2,1,0,Paradox Vietnam,d2d9bf
"công_ty thì đẹp cảm_giác hơi buồn và căng_thẳng , phỏng_vấn tôn thờ oop hơi gắt quá ,",0,0,0,2,1,0,0,0,2,0,0,0,Paradox Vietnam,54279f
"bên này có 1 bạn tầm 3 năm exp làm fe sang công_ty mình phỏng_vấn thái_độ rất bố_đời , đã suggest ns ta không được thì có_thể dùng tv không ai ép hết và không ảnh_hưởng kết_quả phỏng_vấn , hỏi vài câu cơ_bản nhất của react cũng không trl được , hr bên mình chưa hỏi xong mấy câu non tech bạn này nhăn mặt không ns gì đứng lên bỏ về không chào_hỏi gì luôn .",0,0,0,0,0,0,0,0,2,0,0,0,Paradox Vietnam,e91748
"viêc scale quá nhanh làm cho paradox trở_nên bát_nháo , nhân_viên nói_chuyện với quản_lý không có chút tôn_trọng . mấy anh_chị_em tận_dụng tối_đa việc công_ty open_wfh làm mất tính liên_kết support teamwork với nhau .",0,0,0,2,0,0,0,2,0,0,0,0,Paradox Vietnam,106b82
"một công_ty quá tuyệt_vời , năng_động , vui_vẻ , lợi_ích tốt",1,0,0,1,0,0,0,0,0,0,0,1,Paradox Vietnam,998a21
"không biết nữa , chỉ biết là rất thích công_ty và sếp !",0,0,1,0,0,0,0,0,0,0,0,1,Paradox Vietnam,1ea1cf
công_ty ok nhưng OT không có tiền nên không thoải_mái lắm .,2,0,0,0,0,2,0,0,0,0,0,1,Paradox Vietnam,f82285
công_ty cùi mía quassssssssssswssss,0,0,0,0,0,0,0,0,0,0,0,2,Paradox Vietnam,d550e5
"công_ty ngoài việc ở gần tp ra thì không có cái gì để + đường_hướng không , văn_hóa không , sếp từ lớn tới nhỏ cũng không ổn nốt . đặc_biệt sếp Đ làm_việc bầy_hầy và lấp liếm nhất . HR thì mấy đời rồi cũng không làm được gì",0,0,2,2,1,0,2,0,2,0,0,0,Pepperl + Fuchs Vietnam,08acad
khảo_sát nơi làm_việc thì HR_gởi thông_báo kèm hướng_dẫn trả_lời sao cho_hay @__ @_mị dân hơi sâu nên đừng quá tin mấy giải_thưởng hay kết_quả khảo_sát nghen các bợn,0,0,0,0,0,0,0,2,2,0,0,0,Pepperl + Fuchs Vietnam,55ef12
"Lần đầu mình đi làm mà bị sốc ngangNghỉ Tết bị trừ_phép năm , đợt đầu năm nghỉ Tết bị ép nghỉ_trừ hết bà nó 3 phép . Xong qua Tết_k còn phép để nghỉ luôn , thôi_té cho lẹ ạ .",0,0,0,0,0,0,0,2,0,0,0,0,Pepperl + Fuchs Vietnam,211847
"cty có dàn_hr khá chợ_búa , làm_ăn kiểu bố_đời , ban_phát . ông sếp tổng việt_kiều thì kiểu cái gì cũng nghĩ mình đúng cả . trong khi bị qua_mặt thì khong biết , cho_dù biết cũng lơ vì không có năng_lực giải_quyết . mà từ gốc như thế thì đám ở dưới mặc sức bầy hầy bung_lụa . nói_chung là chê_nha",0,0,2,2,0,0,0,0,2,0,0,2,Pepperl + Fuchs Vietnam,4aac69
"Làm ở đây rất ổn , cảm_thấy hạnh_phúc vô bờ",0,0,0,0,0,0,0,0,0,0,0,1,Pepperl + Fuchs Vietnam,ecc5ee
Công_ty này phỏng_vấn xong không thấy gọi báo kết_quả .,0,0,0,0,0,0,0,0,2,0,0,0,Pepperl + Fuchs Vietnam,d164a8
Mình làm ở đây trên 50 năm rồi . Rất ổn_áp nhé các chế .,0,0,0,0,0,0,0,0,0,0,0,1,Pepperl + Fuchs Vietnam,ff1101
"mình vui lắm , cảm_thấy hạnh_phúc đi được ở trong môi_trường thân_thiện như này",0,0,0,1,0,0,0,0,0,0,0,0,Pepperl + Fuchs Vietnam,f4488c
"đi làm nhiều năm không bị đóng thêm thuế , đến khi làm cho công_ty này thì tính thuế kiểu gì đến khi quyết_toán phải đóng thêm mấy triệu . giám_đốc nhân_sự nghỉ đột_ngột , không biết có liên_quan gì không",2,0,0,0,0,0,0,2,2,0,0,0,Pepperl + Fuchs Vietnam,634047
"công_ty tốt , phúc_lợi tốt , office không ràng_buộc chấm công",1,0,0,0,0,1,0,0,0,0,0,1,Perfetti Van Melle,b7769e
công_ty bắt_OT liên_tục nhưng không trả thêm tiền . product ngu,2,0,0,0,0,2,0,0,0,2,0,0,Pharmacity,f2d182
"ai đang định vô làm pharmacity thì né gấp . làm_việc quần_quật như chó mà không được nghỉ tới 1 ngày , con mẹ quản_lí khu_vực như quỷ đội lốt , không biết cái gì mà lươn_lẹo bắt ép nhân_viên . bán thuốc thì cứ nhắm làm_sao bán càng nhiều tiền càng tốt , thêm vào mấy cái không liên_quan để moi tiền khách_hàng , thuốc thì thay_thế các loại khác vừa mắc vừa rởm uống không khỏi . cảm_giác như lừa_đảo đa_cấp vậy . không nịnh nọt_bợ đỡ giả_trân thì bị ghét rồi kiếm cớ_đuổi , đuổi rồi thì quỵt lương . chưa kể lúc đuổi còn tỏ_vẻ thanh_cao cao_quý lắm , cht , qlkv , dskv , thiệt là 1 lũ sâu mọt chia bè chia_cánh , lương thì thấp , hoa_hồng thì giữ lại , mang_tiếng giữ lại chứ đéo trả , toàn tìm cách bóp_chẹt đồng_lương nhân_viên . nhận được mấy đồng mà bán rẻ lương_tâm . không đáng làm . quá khủng_khiếp , thật là một môi_trường độc_hại . mình ở đà_nẵng ạ .",2,0,2,2,0,2,0,0,0,2,2,0,Pharmacity,46014
"goi phỏng_vấn xong , không đạt cũng phải gửi ngta 1 mail phản_hồi để biết chứ",0,0,0,0,0,0,0,0,2,0,0,0,Pharmacity,e30297
"quanh_năm đăng_tuyển cùng 1 vị_trí . 1 là không tuyển được ai hoặc là được vài tháng rồi đuổi , thay người mới , 2 là đăng tuyển_dụng để đánh_bóng tên_tuổi , lấy data ứng_viên",0,0,0,0,0,0,0,0,2,0,2,0,Pharmacity,019c30
"né gấp , công_ty như đa_cấp , xem_thường ứng_viên",0,0,0,2,0,0,0,0,2,0,0,0,Pharmacity,5b4995
vào làm coi_chừng bị cướp lương . nhận lương tháng đó xong hẵng nghỉ .,2,0,0,0,0,0,0,0,0,0,0,0,Pharmacity,f217f1
"' - nội_bộ hr đấu đá kinh_khủng , 1 đứa 9 x làm head một bộ_phận mà tối_ngày đi soi_mói nhân_viên không kể giờ_giấc ngày nào , lúc_nào nó cũng bới_móc và so_bì mặc_dù làm sếp người ta , tưởng mình hay lắm nhưng thật_ra trẻ_con mới lên làm lãnh_đạo hay ra_vẻ và khá ngạo_mạn không xem ai ra gì , nói_chung là môi_trường không tốt để làm_việc .",0,0,2,2,0,0,0,0,2,0,0,0,Pharmacity,0c9509
dev tại đây làm OT_hơi nhiều . có lần cuối tuần còn bị gọi điện bắt làm . lương không cao lắm . trẻ còn nhiều sức thì vào .,2,0,2,0,0,2,0,0,0,0,0,2,Pharmacity,f443a5
công_ty tốt chỉ hơi nhiều việc ; hệ_thống erp chậm quá nên làm OT hoài,0,0,0,0,0,2,0,0,0,2,0,1,Pharmacity,cdbfa7
"công_ty không ra gì , từ sếp tới nhân_viên . vào gần chục ngày mà không kí hợp_đồng thử việc , hỏi thì cấp trên kêu : chị cũng vào gần 2 tháng vẫn chưa có hợp_đồng . tới khi nghỉ còn giả_vờ_lí_do định quịt lương , kêu hồ_sơ phòng hr chưa nhận , trong khi đã gửi 2 tuần & amp ; chỉ 1 ngày là thư vào tới hcm",2,0,2,2,0,0,0,2,2,0,2,2,Pharmacity,3cc8fc
"văn_phòng ok , môi_trường tương_đối . tuy_nhiên công_ty không có chế_độ , thưởng hay phúc_lợi gì khác ngoài đúng lương tháng 13 . mà lương tháng 13 cũng không phải 100 % nhận dc , sẽ chia theo kpi , sẽ có thang sắp_xếp loại kpi , tức phải có người loại yếu và người đó sẽ không nhận dc lương 13 , loại trung_bình 80 % lương tháng 13 , kiểu kiểu vậy .",2,0,0,3,1,0,0,2,0,0,0,0,Pharmacity,fadc03
"công_ty thay_đổi sếp , khẩu_trang không bán_lẻ cho khách_hàng , đem bán_sĩ giá 4 k 1 cái không ai mua , do thay_đổi sếp tư_tưởng như cức .",0,0,2,0,0,0,0,2,0,0,0,0,Pharmacity,5.77E+44
"thấy công_ty này đăng_tuyển back office tùm_lum , xong rồi chả thấy gọi ai phỏng_vấn cả , gọi điện_thoại đến hỏi vị_trí còn tuyển không vì đã gởi cv rồi nhưng sao không thấy feedback gì thì trả_lời ỡm_ờ , để chị kiểm_tra lại , ủa vậy cuối_cùng là có tuyển không . rồi search 1 vòng trên mạng thì thấy các vị_trí back office năm nào cũng tuyển xong rồi hết hạn , chả thấy gọi ai đi phỏng_vấn cả , quá kém chuyên_nghiệp .",0,0,0,0,0,0,0,2,2,0,0,0,Pharmacity,568639
"công_ty đểu , lương tháng 13",3,0,0,0,0,0,0,0,0,0,0,2,Pharmacity,4d009c
"mang tiếng công_ty nước_ngoài nhưng chính_sách rất tệ và tào_lao , nhân_viên nếu làm ca tối phải làm đến 23 h30 mới được về . lương thì thua 1 đứa làm ở cửa_hàng tiện_lợi dù công_việc có_khi cực hơn . bán thuốc thì chỉ tập_trung vào hoa_hồng cao , không quan_tâm khách_hàng trong khi chất_lượng như ... phần_mềm đểu , quản_lý hàng như bòi xong gây ra lỗi = & gt ; nhân_viên tự bỏ tiền_túi ra đền , khuyên thật lòng là nên né_trừ khi không còn cách nào khác",2,0,2,2,0,2,0,2,0,2,0,2,Pharmacity,5f81cc
"là một nơi bóc_lột , lương_bèo , công_việc nhiều nhưng trả lương không phù_hợp , giờ_giấc bất_hợp_lí , không có ngày nghỉ , nghỉ phải kiếm người tăng ca thay , chế_độ phúc_lợi không có",2,0,0,2,0,2,0,2,0,0,0,0,Pharmacity,e90ecd
"công_ty này lại tiếp_tục đăng_tuyển các vị_trí , 1 năm tuyển rất nhiều với các vị_trí đó , rồi không gọi ai đi phỏng_vấn . chưa kể , trên linkedin thì lấy logo của eco , tên công_ty eco , nhưng nội_dung thì tuyển cho pharmacity . ủa , vậy lợi_dụng danh_nghĩa eco để lấy data hay gì ? mà tui để_ý nhiều lần lắm rồi nhá .",0,0,0,0,0,0,0,2,2,0,0,0,Pharmacity,03c4c6
"gửi cv , hẹn phỏng_vấn , xong chốt cho lương 16 gross với 3 năm rưỡi kinh_nghiệm vị_trí fullstack ! hài_hước quá ! nghỉ dẹp cho_rồi !",2,0,0,0,0,0,0,0,2,0,0,0,Pharmacity,485d18
"marketing thì sau khi cmo và director nghỉ thì không có gì mới ; mọi người cũng vui_vẻ , hòa đồng mà việc nhiều quá . marketing chủ_yếu chém_gió là chính mà",0,0,2,1,0,2,0,0,0,2,0,0,Pharmacity,380aaa
"anh_em asm làm ngoài thị_trường chạy mệt lắm , mà sếp cứ dí cái này cái kia . sếp cũng ok nhưng giờ áp_lực doanh_số lắm . các sếp ngồi máy_lạnh không hiểu thị_trường nên anh_em vất_vả . nói_chung làm sales trước_kia có anh chris hỗ_trợ giờ buồn lắm",0,0,3,2,0,2,0,0,0,0,0,0,Pharmacity,8.00E+139
"hầu_như các người làm lâu , cấp trưởng phòng trở lên đều có công_ty sân sau . tiền của quỹ nên ai cũng tranh_thủ ; 1 số nhân_viên thì có job thứ 2 , 3 hay làm riêng bên ngoài .",0,0,2,2,0,0,0,0,0,0,0,0,Pharmacity,fadd63
"vòng nhận offer nghe em admin đòi reference currently job là thấy chối rồi . không tin nhau thì offer làm gì nhau hỡi_e . tới chừng vô làm lại bị control tiếp : nếu a không nộp đủ bằng_cấp thì không cho nhận lương . đù_má chửi thề luôn . công_ty product gì mà count charge task như công_ty outsourcing , nghĩ mà nản . sm bám dailly meeting như đỉa bám , kiểu như một ngày mà không meeting thì thấy mình không còn tồn_tại hay sao ấy , nên bắt dev phải spend cho bằng được",0,0,2,0,0,2,0,2,2,2,0,0,Pharmacity,224ff3
chro hồ thị_bạch_quyên đã bất_tài còn phá_phách . bà ta âm_mưu gây_dựng đế_chế của chính mình bằng cách ép nhân_viên củ nghỉ_việc và nghe lời ceo mới tuyển người mới ( thường là tay_chân với bà ceo ở công_ty cũ ) không có kiến_thức hay nên làm theo người khác sai bảo hay tìm lý_do đổ lỗi cho người khác . hồ thị_bạch_quyên không từ_bỏ thủ_đoạn nào để thay_đổi những người tốt cũ đang yên đang lành và tuyển người quen vào với mức lương cao . bà ta sẽ phá công_ty bạn lùi về 5-10 năm trước và thiêu rụi hoàn_toàn một tương_lai xán lạn cho ngành hr của công_ty bạn nếu bạn thuê bà ta về làm hr . hãy cẩn_thận với con_người nhìn có_vẻ thường nhưng bên trong cực_kỳ nham_hiểm và mưu_mô này .,2,0,2,0,0,0,0,0,2,0,2,0,Pharmacity,fee1a3
"bà ceo trần_tuệ_tri bất_tài mà phá_phách , kéo người từ cũ của mình về làm , bà tri không từ thủ_đoạn nào để giữ ghế",0,0,2,2,0,0,0,0,0,0,0,0,Pharmacity,4.60E+217
"scm việc cũng tạm , sếp_ok . chỉ có hệ_thống chậm và nhiều sự_cố nên mệt . khó nhất là làm_việc với các cửa_hàng và bộ_phận mua hàng để chỉnh . quy_trình thì hơi lộn_xộn , nên làm bằng cơm",0,0,1,2,0,0,0,2,0,2,0,3,Pharmacity,c0dd7e
"lương thấp OT_dell trả lương né vội còn kịp văn_hóa toxic bầy đàn bò sếp ngoo mà hay tỏ ra nguy_hiểm , thích dc_tân bốc",2,0,2,2,0,2,0,0,0,0,0,0,Pharmacity,2.00E+34
"công_việc nhiều , thường_xuyên làm thêm giờ ( không có thêm tiền vì chỉ có một_số phòng được tính OT ) môi_trường : drama như bao công_ty khácsếp : giỏi , tạo cơ_hội phát_triển lương ? năm rồi làm trâu_bò tăng 600 k môi_trường phù_hợp với các bé mới ra trường sẽ tích_lũy được nhiều kinh_nghiệm và được hướng_dẫn tận_tình",2,1,1,2,0,2,1,0,0,0,0,0,Phú Mỹ Hưng,0fec13
"phỏng_vấn vị_trí sales bắt mang phôto công_chứng cmnd , hộ_khẩu , bằng_cấp ( ban_đầu nghĩ công_ty lớn nên mình cũng ráng mang đủ thì đến_nơi mới thấy có mấy bạn không mang hộ_khẩu công_chứng nhưng vẫn vô phỏng_vấn được và đậu đi làm lun ) . làm mình tốn tiền photo công_chứng cả mớ giấy_tờ nhất là sổ hộ_khẩu vì phải nhờ mẹ mình lấy . p / s : chị nhân_sự gọi đt nói mình bắt_buộc phải mang đủ công_chứng như trên rồi còn dọa không mang đủ là không được phỏng_vấn . lúc phỏng_vấn mình gặp 1 anh là giám_đốc phòng kinh_doanh thì phải . trông rất là khó_tính làm mình hơi sợ luôn . lúc đi làm thì lương cơ_bản cho vị_trí sale là 8 tr + phí huê hồng 1 căn ít hơn bên novaland nhìu . còn chính_xác thì mình không nhớ vì mình làm 1 tuần là nghỉ rồi . đi làm phải mặc theo quy_định cực ký nghiêm của công_ty . mặc sai là tất_cả các thành_viên trong tổ sẽ thay nhau nhắc_nhở ( hơi mệt_chỗ này ) . điểm cộng là chị trưởng nhóm của mình là 1 người rất tốt nên mình ra đi khá vui_vẻ .",2,0,3,3,0,0,0,2,2,0,0,0,Phú Mỹ Hưng,8f9bce
"Công_ty phúc_lợi xịn . Thử việc nhận 100 % , BHXH full lương , giữa bão lay_off nhưng chính_sách vẫn rất tốt . Hay thưởng cho nhân viênCông_ty ít tuyển người , nhân_sự đa_số ổn_định . Bên này phỏng_vấn hội_đồng cũng khá áp_lực",1,0,0,0,0,0,0,0,2,0,1,0,Pi Group,5660d3
"nhắc lại lần thứ 1000 : có đc mời đi pv cũng đừng đi , tốn thời_gian và nc_bọt . bọn pv k biết đã làm đc ở những đâu mà lên mặt dạy đời , bắt bí_ứng_viên và có thái_độ k tôn_trọng . nghe đỹ bạn kể đi pv ở đây rất ức_chế nên đi thử xem sao mà ở trong buổi pv phải kìm_nén cảm_xúc k đứng dậy chửi_nguyên cái đám pv .",0,0,2,0,0,0,0,0,2,0,0,0,Pi Group,ba6512
"sida nha mấy đứa ơi , hãy tin vào review cty . Chạy ngay điiiiiii . buổi pv_hãm nhất t từng_trải qua cùng 1 hội_đồng mà độ hãm tỷ_lệ thuận với số_lượng người tham_gia .",0,0,0,0,0,0,0,0,2,0,0,2,Pi Group,a17202
"công_ty gì mà như cái chợ . làm không lo làm , lo lên review công_ty seeding",0,0,0,2,0,0,0,0,0,0,0,0,Pi Solution,f96b36
công_ty tới cái tên của chủ_tịch còn tên giả thì anh_em nghĩ bãi rác này có gì,0,0,2,0,0,0,0,0,0,0,0,2,Pi Solution,e27204
nghe mấy bạn review nói công_ty này nọ không tốt . nên tuần trước quyết_định đi phỏng_vấn thử và không còn nghi_ngờ gì nữa : v_ớn nhất là chổ thử việc 2 tuần không lương,2,0,0,0,0,0,0,2,0,0,0,0,Pi Solution,8.30E+175
công_ty cũng ổn mà ngoài chuyện 2 tuần_học việc ra thì cũng oke,0,2,0,0,0,0,0,0,0,0,0,3,Pi Solution,3dddcf
hãy vào đó để cảm_nhận thế_nào gọi_là nỗi đau,0,0,0,0,0,0,0,0,0,0,0,2,Pi Solution,7d25ce
công_ty vô nợ lương nhé mọi người né gấp,2,0,0,0,0,0,0,0,0,0,0,0,Pi Solution,c13430
"công_ty rác , ăn_chặn tiền của thực_tập , mở mồm ra là ai làm được_việc của con_người thì thôi giữ đuổi hết đi , nuôi mỗi nhân_sự với con ai thôi cho tiết_kiệm chi_phí . công_ty 90 % là thực_tập , suốt ngày đi chèo_kéo các trường lôi sinh_viên về làm để dễ bề_hành bọn nhỏ , nên chả bao_giờ thấy thông_tin gì nổi_bật ngoài suốt ngày đi hội_thảo ở các trường đại_học , cđ , mà cũng lựa trường ghẻ mà vào không . giỏi thì vào bách_khoa với khtn mà lôi ấy hí hí hì . hr vào đây mà tap",2,0,2,2,0,0,0,0,2,0,0,2,Pi Solution,9ad4c7
"t tính đi phỏng_vấn cho vui xem review trên này đúng không mà thề , khuyên thật lòng ai được mời đi phỏng_vấn hay tự ứng_tuyển cũng đừng mất thời_gian ở đây . ghost phỏng_vấn . đặt những câu hỏi rất trịch_thượng , tự cho mình là bề trên , thượng_đẳng và dìm_ứng_viên ở mức tối_đa . bạn nào tâm_lý_yếu mà phỏng_vấn ở đây ra xong chắc dễ bị phân_vân vì background và năng_lực của mình . đội phỏng_vấn cực_kỳ hãm cành_cạch , nhất_là mẹ hr , hỏi chỉ muốn bảo chị im_mẹ đi về đọc thêm trên các group ấy chứ đừng lôi mấy cái câu hoir đóng khung vớ vẩn ra hỏi ng ta . tóm_lại : đừng tốn thời_gian ở đây nha mấy ba mấy má . đứa nào có quan_hệ với các "" bề trên "" hẵng vào trải_nghiệm cái tính_cách và khẩu_hiệu như bố thiên_hạ ở đây thôi .",0,0,2,2,0,0,0,0,2,0,0,0,Pi Solution,dd2c9f
"công_ty hẹn lên phỏng_vấn lần 1 xong hr báo bận họp dời lại . sau đó đổi_ý không phỏng_vấn offline nữa mà kêu phỏng_vấn online . tới ngày phỏng_vấn thì báo bận họp tiếp bắt đợi 15 ph . ngồi đợi ròng_rã 3 h không thấy ai liên_hệ nên pm hỏi hr thì bạn hr im_lìm không thèm seen luôn . mặt dù mình phỏng_vấn thực_tập thôi , cũng không quan_trọng chuyện tiền_nong chỉ mong có được kinh_nghiệm nhưng_mà hr công_ty làm_ăn quá chán . nếu nhắm không cần thì xác_định ngay từ đầu để đỡ mất thời_gian của nhau . chứ hẹn tới hẹn_lui mấy lần rồi cuối_cùng hr im luôn không thèm trả_lời thì thật_sự cũng có_thể phản_ánh được văn_hóa làm_việc của công_ty như_thế_nào . mình khuyên các bạn muốn vào công_ty này nên cân_nhắc",0,0,0,2,0,0,0,2,2,0,0,0,Pi Solution,9608ea
"công_ty lo ăn_ngủ , cơm trưa ngon , công_việc thích gì đề_xuất sếp sắp_xếp",1,0,1,1,0,0,0,0,0,0,0,0,Pi Solution,ee16ee
"luôn_luôn bị đồng_nghiệp bêu rếu , bắt nạt15h chiều là auto đặt đồ uống - ăn vặt",3,0,0,2,0,0,0,0,0,0,0,0,Pi Solution,eb29d6
"môi_trường cũng mở , vui_vẻ , hòa đồng .",0,0,0,1,0,0,0,0,0,0,0,0,Pi Solution,b5a155
"công_ty môi_trường tốt ? đồng_nghiệp thân_thiện , lương_thưởng hấp_dẫn , leader giỏi dẫn_dắt team . là những điều không có ở đây . ai không muốn làm con_người thì vào nhé , công_ty rất đón_tiếp ?",2,0,2,2,0,0,0,0,0,0,0,2,Pi Solution,16c588
"một câu thôi , ai đang có ý_định hoặc đã phỏng_vấn vào công_ty này thì nên nghĩ sớm khỏi tốn thời_gian . công_ty này là công_ty hãm nhất mình từng làm_việc , mong là các bạn đang , mới hoặc sắp phỏng_vấn cân_nhắc để mình tránh khỏi những công_ty kiểu như này .",0,0,0,0,0,0,0,0,2,0,0,2,Pi Solution,5baa64
"mới vô 2 ngày đã chim_cút . công_ty công_nghệ mà tác_phong ngân_hàng . đi làm phải check in - out không check là không lương . đi làm phài bận áo sơ_mi đóng thùng giày tây_đồ , quần_áo là ruồi đậu phải té omg ... mấy em thích tự_do như tui sao chịu nổi .... chia_tay sớm bớt đau_khổ .",2,0,0,2,0,0,0,2,0,0,0,2,Pi Solution,b65677
môi_trường phát_triển tốt cho những_ai yêu thích công nghệsản_phẩm đa_dạng .,0,0,0,0,0,0,1,0,0,1,0,0,Pi Solution,591670
"học việc 2 tuần , nói học v th chứ vô ngồi hết giờ đi về . công_ty nói chế_độ đầy_đủ nhưng sẽ không được đóng bhxh nhé . công_ty như đa_cấp đi làm cả năm cũng không biết công_ty làm về gì . công_ty như kinh_doanh gđ ai chơi thân vs sếp thì được tăng chức tăng lương còn không thì cứ lương thấp từ năm này qua năm khác . né gấp không sẽ hối_hận",2,2,2,2,0,0,2,2,0,0,0,2,Pi Solution,9ecf3f
"bất_kỳ ứng_viên nào vào đều bắt thử việc 2 tuần , riêng mình được deal 500 k / tuần . thử việc 2 tháng 80 % lương chính_thức , max_sida làm sai_luật còn la_lối "" mỗi công_ty có 1 quy_định "" , ủa quy_định công_ty to hơn luật lao_động hả ? thêm chị sếp phỏng_vấn khá nhảm và có_vẻ sẽ hitle sau_này nên các ứng_viên ơi hãy mau chạy thật xa .",2,0,2,0,0,0,0,2,2,0,0,0,Pi Solution,e6a7cf
"hẹn phỏng_vấn 10 h . 12 h mới bắt_đầu phỏng_vấn . ok thôi không nói gì , có_thể là do hôm đó đông người đến . phỏng_vấn xong bảo trong hôm_nay sẽ có kết_quả và sẽ báo lại . và đến hôm_nay là tròn 16 ngày sau hôm phỏng_vấn vẫn chẳng có một email hay cuộc_gọi . đúng là với mình cuộc phỏng_vấn đó khá fail , bị rớt là điều không bất_ngờ . nhưng ít_ra cũng có một cái mail xác_nhận chứ ? lúc mời đi phỏng_vấn thì mail_nhắc , gọi điện_thoại , sát giờ còn cả nhắn tin_cơ . vậy mà hẹn sẽ có kết_quả cho đã cũng không thông_báo một cái gì ?_thiếu chuyên_nghiệp cũng vừa_phải thôi .",0,0,0,0,0,0,0,2,2,0,0,0,Pi Solution,66cd28
